instant,season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,dy,pred
16210,4,3,0,2,1,3,0.36,0.87,0.3582,13,4.38261433352394
16211,4,4,0,2,1,2,0.36,0.81,0.3881,13,4.524720201238089
16212,4,5,0,2,1,2,0.34,0.87,0.2836,13,19.523504225132964
16213,4,6,0,2,1,3,0.32,0.81,0.4627,13,51.02055868923501
16214,4,7,0,2,1,3,0.32,0.87,0.2537,13,110.11292323378632
16215,4,8,0,2,1,3,0.32,0.87,0.2537,13,131.1920125844431
16216,4,9,0,2,1,3,0.32,0.81,0.3284,13,89.23965769304344
16217,4,10,0,2,1,3,0.3,0.75,0.3881,13,76.70273030572454
16218,4,11,0,2,1,1,0.32,0.7,0.2537,13,129.92881174223285
16219,4,12,0,2,1,1,0.34,0.61,0.2836,13,132.6261770193501
16220,4,13,0,2,1,1,0.34,0.53,0.2537,13,132.9322004987772
16221,4,14,0,2,1,1,0.38,0.46,0.3881,13,134.9958598419645
16222,4,15,0,2,1,1,0.4,0.4,0.2985,13,137.57647227608095
16223,4,16,0,2,1,1,0.38,0.4,0.2985,13,159.76665723952314
16224,4,17,0,2,1,1,0.34,0.49,0.3582,13,307.5166656463294
16225,4,18,0,2,1,1,0.34,0.49,0.2836,13,306.14516590843897
16226,4,19,0,2,1,1,0.32,0.49,0.3582,13,216.37586892873034
16227,4,20,0,2,1,1,0.3,0.49,0.3582,13,140.65850986715049
16228,4,21,0,2,1,1,0.3,0.49,0.3582,13,113.0741470600795
16229,4,22,0,2,1,1,0.26,0.56,0.3284,13,77.92878357524513
16230,4,23,0,2,1,1,0.26,0.56,0.2985,13,48.32462344249761
16231,4,0,0,3,1,1,0.26,0.56,0.2836,14,20.426121711393378
16232,4,1,0,3,1,1,0.24,0.6,0.2985,14,7.726397080726879
16233,4,2,0,3,1,1,0.24,0.6,0.2985,14,3.8775721983645033
16234,4,3,0,3,1,1,0.24,0.65,0.2239,14,3.4803474199611846
16235,4,4,0,3,1,1,0.22,0.69,0.194,14,3.5296117991215734
16236,4,5,0,3,1,1,0.22,0.69,0.194,14,15.556133029389832
16237,4,6,0,3,1,1,0.24,0.65,0.194,14,79.0985659729376
16238,4,7,0,3,1,1,0.24,0.65,0.2836,14,214.6513551475349
16239,4,8,0,3,1,1,0.28,0.56,0.2985,14,442.2770511376627
16240,4,9,0,3,1,1,0.3,0.52,0.3881,14,213.03960088663362
16241,4,10,0,3,1,1,0.32,0.45,0.3582,14,131.91077617967676
16242,4,11,0,3,1,1,0.32,0.49,0.2537,14,131.48106490350636
16243,4,12,0,3,1,1,0.34,0.46,0.0,14,133.22298150091893
16244,4,13,0,3,1,1,0.36,0.43,0.2537,14,134.9816529801992
16245,4,14,0,3,1,1,0.36,0.43,0.1343,14,135.1295335850611
16246,4,15,0,3,1,1,0.36,0.43,0.2836,14,134.9220514296455
16247,4,16,0,3,1,1,0.34,0.46,0.1045,14,161.12079970529007
16248,4,17,0,3,1,1,0.32,0.49,0.194,14,305.37349540508916
16249,4,18,0,3,1,1,0.32,0.53,0.1642,14,303.9310120369512
16250,4,19,0,3,1,1,0.3,0.52,0.1642,14,210.06425458520954
16251,4,20,0,3,1,1,0.3,0.52,0.0896,14,155.9456478757786
16252,4,21,0,3,1,1,0.3,0.56,0.0,14,133.225586331006
16253,4,22,0,3,1,1,0.28,0.61,0.0,14,88.97496098560481
16254,4,23,0,3,1,1,0.24,0.7,0.1343,14,47.13042054421897
16255,4,0,0,4,1,2,0.26,0.65,0.0,15,25.58006880323732
16256,4,1,0,4,1,2,0.26,0.65,0.1045,15,10.9514196697279
16257,4,2,0,4,1,2,0.26,0.7,0.1642,15,4.439259724500728
16258,4,3,0,4,1,2,0.26,0.7,0.0896,15,3.407220305822946
16259,4,4,0,4,1,2,0.28,0.65,0.1343,15,3.697773037388676
16260,4,5,0,4,1,2,0.3,0.61,0.2239,15,20.679666894366285
16261,4,6,0,4,1,2,0.3,0.65,0.2537,15,73.04968288209655
16262,4,7,0,4,1,2,0.3,0.65,0.194,15,250.5401062550025
16263,4,8,0,4,1,2,0.3,0.61,0.2239,15,388.51990475901
16264,4,9,0,4,1,2,0.32,0.61,0.194,15,205.94037294088918
16265,4,10,0,4,1,2,0.32,0.66,0.1343,15,129.32677440528835
16266,4,11,0,4,1,2,0.34,0.61,0.1343,15,129.4343291702716
16267,4,12,0,4,1,2,0.36,0.62,0.1045,15,133.71490361926135
16268,4,13,0,4,1,2,0.38,0.54,0.1045,15,134.29077097487792
16269,4,14,0,4,1,2,0.38,0.54,0.1642,15,134.3971922885495
16270,4,15,0,4,1,2,0.38,0.58,0.1642,15,134.34120861066893
16271,4,16,0,4,1,2,0.36,0.57,0.194,15,159.65363420417378
16272,4,17,0,4,1,2,0.36,0.57,0.2239,15,320.0557612646944
16273,4,18,0,4,1,2,0.36,0.57,0.194,15,321.6051672032371
16274,4,19,0,4,1,2,0.34,0.61,0.1343,15,225.129508641061
16275,4,20,0,4,1,1,0.34,0.61,0.1045,15,163.41871817975323
16276,4,21,0,4,1,2,0.32,0.66,0.1045,15,129.680940681933
16277,4,22,0,4,1,2,0.32,0.66,0.1642,15,86.4025198215499
16278,4,23,0,4,1,2,0.32,0.61,0.1642,15,67.01953930532682
16279,4,0,0,5,1,2,0.32,0.66,0.1045,16,34.367742700384234
16280,4,1,0,5,1,2,0.3,0.65,0.0896,16,14.717475654438045
16281,4,2,0,5,1,2,0.3,0.7,0.1642,16,8.82598649443562
16282,4,3,0,5,1,2,0.3,0.65,0.1343,16,4.656458660053628
16283,4,4,0,5,1,2,0.3,0.65,0.1045,16,4.76630682991986
16284,4,5,0,5,1,2,0.3,0.65,0.0896,16,20.819656290071347
16285,4,6,0,5,1,2,0.3,0.61,0.0896,16,76.41921776257185
16286,4,7,0,5,1,2,0.3,0.61,0.1642,16,245.19707640018905
16287,4,8,0,5,1,2,0.32,0.57,0.1343,16,392.3908510372357
16288,4,9,0,5,1,1,0.34,0.53,0.1045,16,217.95322206856753
16289,4,10,0,5,1,1,0.34,0.53,0.194,16,148.34230857121773
16290,4,11,0,5,1,1,0.38,0.43,0.2239,16,155.75302648863223
16291,4,12,0,5,1,1,0.4,0.43,0.2836,16,159.7410410797766
16292,4,13,0,5,1,1,0.42,0.38,0.194,16,221.80992528374915
16293,4,14,0,5,1,1,0.42,0.35,0.1045,16,227.18379808796553
16294,4,15,0,5,1,1,0.42,0.38,0.1343,16,221.71083055768668
16295,4,16,0,5,1,1,0.42,0.35,0.2836,16,293.38637285262496
16296,4,17,0,5,1,1,0.36,0.46,0.194,16,330.66322515410576
16297,4,18,0,5,1,1,0.34,0.53,0.1642,16,309.631925814091
16298,4,19,0,5,1,1,0.36,0.46,0.2239,16,239.5247170601911
16299,4,20,0,5,1,1,0.36,0.46,0.2537,16,151.33442379841165
16300,4,21,0,5,1,1,0.34,0.49,0.194,16,123.76253986912813
16301,4,22,0,5,1,1,0.32,0.53,0.2537,16,88.15345153097938
16302,4,23,0,5,1,1,0.32,0.53,0.2239,16,71.1420015600137
16303,4,0,0,6,0,1,0.3,0.52,0.1642,17,59.472179971813624
16304,4,1,0,6,0,1,0.26,0.6,0.194,17,53.096905007213124
16305,4,2,0,6,0,1,0.26,0.65,0.194,17,43.71376580562832
16306,4,3,0,6,0,1,0.26,0.65,0.194,17,14.401839710920717
16307,4,4,0,6,0,1,0.24,0.7,0.194,17,5.562132309893595
16308,4,5,0,6,0,1,0.24,0.7,0.1642,17,5.454605121494859
16309,4,6,0,6,0,1,0.24,0.7,0.2239,17,11.536344887413588
16310,4,7,0,6,0,1,0.24,0.7,0.194,17,25.454406786450107
16311,4,8,0,6,0,1,0.26,0.65,0.2239,17,75.53814159727388
16312,4,9,0,6,0,1,0.34,0.49,0.2239,17,163.2587015936161
16313,4,10,0,6,0,1,0.36,0.46,0.2537,17,196.36445978838216
16314,4,11,0,6,0,1,0.38,0.43,0.194,17,245.09537809477888
16315,4,12,0,6,0,1,0.4,0.4,0.1642,17,261.76708269154324
16316,4,13,0,6,0,1,0.42,0.38,0.2537,17,313.04243453784295
16317,4,14,0,6,0,1,0.42,0.38,0.194,17,322.9744232011605
16318,4,15,0,6,0,1,0.42,0.35,0.2985,17,307.17560474296374
16319,4,16,0,6,0,1,0.4,0.4,0.2239,17,258.49461399829704
16320,4,17,0,6,0,1,0.38,0.4,0.1642,17,227.44664055135604
16321,4,18,0,6,0,1,0.36,0.5,0.1045,17,187.61112703463843
16322,4,19,0,6,0,1,0.34,0.53,0.0896,17,165.4557458143881
16323,4,20,0,6,0,2,0.34,0.66,0.0896,17,120.42664678765604
16324,4,21,0,6,0,2,0.32,0.57,0.1045,17,100.27848258394329
16325,4,22,0,6,0,2,0.32,0.57,0.1045,17,83.21778540253256
16326,4,23,0,6,0,2,0.3,0.7,0.1045,17,65.2866577237694
16327,4,0,0,0,0,2,0.3,0.7,0.1642,18,57.25915243722804
16328,4,1,0,0,0,1,0.3,0.7,0.194,18,54.100111923900954
16329,4,2,0,0,0,1,0.28,0.81,0.1045,18,43.15853309836274
16330,4,3,0,0,0,2,0.3,0.81,0.1642,18,21.01693358337408
16331,4,4,0,0,0,2,0.3,0.81,0.194,18,5.144220722939921
16332,4,5,0,0,0,1,0.28,0.81,0.1343,18,5.402328047366582
16333,4,6,0,0,0,1,0.28,0.81,0.1642,18,13.44171143526342
16334,4,7,0,0,0,1,0.28,0.81,0.194,18,46.00968397527738
16335,4,8,0,0,0,1,0.3,0.75,0.2537,18,74.48835720117239
16336,4,9,0,0,0,1,0.32,0.7,0.2537,18,160.37660113417158
16337,4,10,0,0,0,1,0.34,0.66,0.2985,18,182.97087492561977
16338,4,11,0,0,0,1,0.38,0.62,0.2836,18,234.3431555686928
16339,4,12,0,0,0,1,0.4,0.62,0.2836,18,249.55884854032277
16340,4,13,0,0,0,1,0.4,0.62,0.3284,18,247.28304043122446
16341,4,14,0,0,0,1,0.4,0.62,0.2985,18,248.39082411372414
16342,4,15,0,0,0,1,0.42,0.54,0.2836,18,304.9042234445125
16343,4,16,0,0,0,2,0.4,0.62,0.3284,18,240.72764308517674
16344,4,17,0,0,0,2,0.38,0.66,0.2537,18,207.61547422808653
16345,4,18,0,0,0,1,0.36,0.66,0.2239,18,178.0386014612715
16346,4,19,0,0,0,1,0.36,0.66,0.1642,18,156.3114910612959
16347,4,20,0,0,0,1,0.36,0.66,0.1642,18,98.5808241741689
16348,4,21,0,0,0,1,0.36,0.66,0.2537,18,79.86293895430933
16349,4,22,0,0,0,2,0.36,0.66,0.2537,18,66.72018528678576
16350,4,23,0,0,0,1,0.36,0.66,0.2239,18,46.724362355226255
16351,4,0,0,1,1,1,0.36,0.66,0.2239,19,20.691421562656224
16352,4,1,0,1,1,2,0.36,0.66,0.2239,19,10.03980271257495
16353,4,2,0,1,1,2,0.36,0.66,0.2537,19,5.250219143622466
16354,4,3,0,1,1,2,0.36,0.66,0.2239,19,4.483161186320964
16355,4,4,0,1,1,2,0.36,0.66,0.2239,19,4.53625218980312
16356,4,5,0,1,1,2,0.36,0.66,0.2239,19,19.64577221248569
16357,4,6,0,1,1,2,0.36,0.66,0.2537,19,73.75141739822126
16358,4,7,0,1,1,2,0.36,0.66,0.2985,19,252.5575603994907
16359,4,8,0,1,1,2,0.36,0.66,0.2985,19,359.28553622765
16360,4,9,0,1,1,2,0.36,0.66,0.2537,19,205.2181745808599
16361,4,10,0,1,1,2,0.36,0.66,0.2537,19,130.62469027196502
16362,4,11,0,1,1,2,0.38,0.66,0.2537,19,131.74230934441027
16363,4,12,0,1,1,2,0.4,0.62,0.2836,19,135.28803106892857
16364,4,13,0,1,1,1,0.44,0.54,0.2537,19,180.56245366554188
16365,4,14,0,1,1,1,0.44,0.54,0.2537,19,180.56245366554188
16366,4,15,0,1,1,1,0.44,0.54,0.194,19,180.8933104204993
16367,4,16,0,1,1,1,0.42,0.58,0.2537,19,254.71247140795433
16368,4,17,0,1,1,2,0.42,0.58,0.194,19,406.6806020855362
16369,4,18,0,1,1,2,0.4,0.58,0.2537,19,347.28922542406445
16370,4,19,0,1,1,2,0.4,0.58,0.2836,19,250.8399244443361
16371,4,20,0,1,1,2,0.38,0.62,0.2537,19,166.64502413959892
16372,4,21,0,1,1,2,0.38,0.54,0.2239,19,138.7713968870284
16373,4,22,0,1,1,1,0.34,0.66,0.1045,19,87.94641635713319
16374,4,23,0,1,1,1,0.34,0.66,0.1045,19,49.80109653657797
16375,4,0,0,2,1,1,0.32,0.7,0.1343,20,19.95600277855244
16376,4,1,0,2,1,1,0.34,0.66,0.1045,20,9.34811093488875
16377,4,2,0,2,1,2,0.32,0.76,0.0896,20,4.749936730322395
16378,4,3,0,2,1,2,0.34,0.71,0.1045,20,4.4496307938485975
16379,4,4,0,2,1,2,0.34,0.66,0.194,20,4.458078097898032
16380,4,5,0,2,1,2,0.34,0.66,0.1343,20,20.303375856223184
16381,4,6,0,2,1,2,0.34,0.71,0.1642,20,77.33626690737546
16382,4,7,0,2,1,1,0.32,0.76,0.0896,20,272.37290118177003
16383,4,8,0,2,1,1,0.34,0.71,0.1343,20,453.479979070529
16384,4,9,0,2,1,2,0.36,0.71,0.0,20,207.15762201260563
16385,4,10,0,2,1,2,0.4,0.66,0.0896,20,134.660241357718
16386,4,11,0,2,1,2,0.42,0.67,0.0896,20,150.8863461861739
16387,4,12,0,2,1,2,0.42,0.67,0.0,20,178.55686033042207
16388,4,13,0,2,1,2,0.44,0.58,0.0,20,180.86252612080958
16389,4,14,0,2,1,2,0.44,0.58,0.1045,20,180.8046117236652
16390,4,15,0,2,1,2,0.46,0.55,0.1045,20,182.2999755517883
16391,4,16,0,2,1,2,0.42,0.62,0.0896,20,252.70513485335644
16392,4,17,0,2,1,2,0.4,0.71,0.1642,20,352.3876674891287
16393,4,18,0,2,1,2,0.4,0.66,0.0896,20,351.1908040968176
16394,4,19,0,2,1,2,0.4,0.71,0.0,20,254.95331639984408
16395,4,20,0,2,1,2,0.38,0.76,0.0,20,175.3537292777043
16396,4,21,0,2,1,1,0.36,0.71,0.0,20,138.32758274651457
16397,4,22,0,2,1,1,0.36,0.71,0.0,20,100.51912064118727
16398,4,23,0,2,1,1,0.32,0.81,0.1045,20,49.42447990341205
16399,4,0,0,3,1,1,0.34,0.81,0.0,21,20.92746600913178
16400,4,1,0,3,1,1,0.32,0.81,0.1045,21,9.606379451655693
16401,4,2,0,3,1,1,0.28,0.87,0.1045,21,4.5466348264043
16402,4,3,0,3,1,1,0.28,0.87,0.1045,21,3.6253002038387514
16403,4,4,0,3,1,1,0.28,0.87,0.1045,21,3.8419272430400615
16404,4,5,0,3,1,1,0.28,0.87,0.1045,21,21.85419029684444
16405,4,6,0,3,1,1,0.28,0.87,0.0896,21,86.04662043964385
16406,4,7,0,3,1,1,0.26,0.87,0.0896,21,205.36146269990545
16407,4,8,0,3,1,2,0.28,0.81,0.0896,21,363.4666903900811
16408,4,9,0,3,1,1,0.32,0.76,0.0896,21,201.78418112166227
16409,4,10,0,3,1,1,0.36,0.62,0.0,21,133.4292204325032
16410,4,11,0,3,1,1,0.4,0.5,0.194,21,136.28953982001732
16411,4,12,0,3,1,1,0.44,0.41,0.194,21,181.73446991829502
16412,4,13,0,3,1,1,0.44,0.35,0.2239,21,182.3181818852266
16413,4,14,0,3,1,1,0.46,0.33,0.194,21,183.833797908496
16414,4,15,0,3,1,1,0.46,0.36,0.0896,21,183.8616052861456
16415,4,16,0,3,1,1,0.44,0.33,0.1343,21,267.68633034908123
16416,4,17,0,3,1,1,0.4,0.4,0.1642,21,359.4886017807117
16417,4,18,0,3,1,1,0.42,0.38,0.1045,21,432.84885915445597
16418,4,19,0,3,1,1,0.38,0.43,0.194,21,246.41093042829743
16419,4,20,0,3,1,1,0.34,0.61,0.1045,21,162.96816612682306
16420,4,21,0,3,1,1,0.36,0.5,0.0,21,137.9228798565981
16421,4,22,0,3,1,1,0.34,0.49,0.0,21,93.91674420368025
16422,4,23,0,3,1,1,0.32,0.61,0.0,21,56.809854248685646
16423,4,0,1,4,0,1,0.32,0.66,0.0896,22,42.079308337709804
16424,4,1,1,4,0,1,0.28,0.65,0.0896,22,36.08554163821826
16425,4,2,1,4,0,1,0.24,0.75,0.0896,22,28.70949995344579
16426,4,3,1,4,0,1,0.24,0.75,0.1045,22,10.005918194112292
16427,4,4,1,4,0,1,0.22,0.8,0.1343,22,6.2041230919922015
16428,4,5,1,4,0,1,0.24,0.75,0.1045,22,6.45027579525937
16429,4,6,1,4,0,1,0.26,0.7,0.1045,22,21.54443644258592
16430,4,7,1,4,0,1,0.22,0.75,0.1343,22,32.28040062098386
16431,4,8,1,4,0,1,0.24,0.75,0.1343,22,73.03127065661243
16432,4,9,1,4,0,1,0.3,0.65,0.0,22,155.9217592300657
16433,4,10,1,4,0,1,0.36,0.57,0.1045,22,186.26551762488077
16434,4,11,1,4,0,1,0.42,0.41,0.0896,22,283.0293416747071
16435,4,12,1,4,0,1,0.44,0.35,0.0,22,290.8699320928213
16436,4,13,1,4,0,1,0.46,0.31,0.0,22,296.7200468046149
16437,4,14,1,4,0,1,0.48,0.29,0.0,22,311.93383087373763
16438,4,15,1,4,0,1,0.48,0.29,0.0,22,311.96222648777274
16439,4,16,1,4,0,1,0.46,0.33,0.0,22,299.164643784972
16440,4,17,1,4,0,1,0.44,0.35,0.0,22,218.5104699532338
16441,4,18,1,4,0,1,0.4,0.43,0.0,22,173.1032952960657
16442,4,19,1,4,0,1,0.36,0.76,0.0,22,147.86810091167868
16443,4,20,1,4,0,1,0.34,0.71,0.0,22,90.86278980909553
16444,4,21,1,4,0,1,0.34,0.61,0.0896,22,73.51908724001791
16445,4,22,1,4,0,1,0.32,0.61,0.0,22,73.85560675806555
16446,4,23,1,4,0,1,0.3,0.7,0.0,22,62.55867033167444
16447,4,0,0,5,1,1,0.28,0.65,0.0,23,33.96218065516967
16448,4,1,0,5,1,1,0.28,0.81,0.0896,23,13.9497158651688
16449,4,2,0,5,1,1,0.26,0.75,0.0896,23,9.38254575143011
16450,4,3,0,5,1,1,0.26,0.7,0.0,23,4.079975142391048
16451,4,4,0,5,1,1,0.24,0.75,0.1045,23,4.255400506360837
16452,4,5,0,5,1,1,0.24,0.81,0.0,23,18.31069695760247
16453,4,6,0,5,1,1,0.24,0.81,0.0,23,58.96028074175616
16454,4,7,0,5,1,1,0.24,0.81,0.0,23,179.5301923262791
16455,4,8,0,5,1,1,0.24,0.87,0.0896,23,345.7757801811142
16456,4,9,0,5,1,1,0.28,0.75,0.1045,23,203.3826089768996
16457,4,10,0,5,1,1,0.34,0.61,0.1642,23,147.34745649475892
16458,4,11,0,5,1,1,0.4,0.5,0.194,23,158.11541978180733
16459,4,12,0,5,1,1,0.44,0.38,0.2537,23,226.94030667802585
16460,4,13,0,5,1,1,0.46,0.38,0.2836,23,231.9928050266813
16461,4,14,0,5,1,1,0.5,0.36,0.2537,23,241.39765693531896
16462,4,15,0,5,1,1,0.48,0.41,0.2537,23,235.33712731437834
16463,4,16,0,5,1,2,0.48,0.41,0.1045,23,327.2275237608532
16464,4,17,0,5,1,2,0.48,0.39,0.0896,23,417.6815990784833
16465,4,18,0,5,1,2,0.46,0.44,0.0,23,405.53468573559496
16466,4,19,0,5,1,2,0.46,0.47,0.1642,23,284.75273170397674
16467,4,20,0,5,1,1,0.46,0.41,0.0896,23,249.74572136130544
16468,4,21,0,5,1,1,0.46,0.47,0.2537,23,181.12726613302982
16469,4,22,0,5,1,1,0.44,0.33,0.5224,23,138.0303649904038
16470,4,23,0,5,1,1,0.42,0.38,0.4478,23,107.00951656562022
16471,4,0,0,6,0,1,0.4,0.37,0.4179,24,74.70481558440866
16472,4,1,0,6,0,1,0.34,0.42,0.4925,24,44.49342283202338
16473,4,2,0,6,0,1,0.32,0.39,0.6119,24,37.05079395112267
16474,4,3,0,6,0,1,0.28,0.41,0.3582,24,14.467441987322974
16475,4,4,0,6,0,1,0.26,0.41,0.4478,24,4.565669944914078
16476,4,5,0,6,0,1,0.26,0.41,0.3284,24,5.044156583344997
16477,4,6,0,6,0,1,0.24,0.44,0.2836,24,16.451149384948266
16478,4,7,0,6,0,2,0.26,0.41,0.3284,24,38.919728965553944
16479,4,8,0,6,0,2,0.26,0.44,0.4627,24,94.60683040085804
16480,4,9,0,6,0,2,0.26,0.41,0.4478,24,128.7332734081381
16481,4,10,0,6,0,2,0.26,0.44,0.2985,24,162.79965708535838
16482,4,11,0,6,0,2,0.28,0.41,0.2985,24,199.70223901725532
16483,4,12,0,6,0,2,0.3,0.36,0.6119,24,208.11598490070014
16484,4,13,0,6,0,1,0.32,0.36,0.3284,24,214.16430789767207
16485,4,14,0,6,0,1,0.32,0.33,0.4627,24,217.96854904591794
16486,4,15,0,6,0,1,0.3,0.36,0.4627,24,209.69602683388547
16487,4,16,0,6,0,1,0.28,0.38,0.4478,24,203.50169179852705
16488,4,17,0,6,0,1,0.26,0.41,0.3881,24,157.66017674151493
16489,4,18,0,6,0,1,0.26,0.38,0.3881,24,154.06848906416894
16490,4,19,0,6,0,1,0.26,0.41,0.2537,24,145.64597054124243
16491,4,20,0,6,0,1,0.24,0.44,0.2836,24,85.20616578414871
16492,4,21,0,6,0,1,0.24,0.44,0.194,24,72.39723191380455
16493,4,22,0,6,0,1,0.24,0.44,0.2537,24,62.77694584899863
16494,4,23,0,6,0,1,0.24,0.44,0.194,24,56.25267439218483
16495,4,0,0,0,0,1,0.22,0.47,0.2537,25,48.01678413080864
16496,4,1,0,0,0,1,0.22,0.44,0.194,25,45.37937895629643
16497,4,2,0,0,0,1,0.22,0.44,0.3582,25,39.19087980373413
16498,4,3,0,0,0,1,0.22,0.44,0.0,25,17.013688553620177
16499,4,4,0,0,0,1,0.22,0.44,0.0,25,5.54395750058494
16500,4,5,0,0,0,2,0.22,0.47,0.1642,25,5.249478424879606
16501,4,6,0,0,0,2,0.22,0.47,0.1045,25,11.79297806246323
16502,4,7,0,0,0,2,0.22,0.51,0.1045,25,21.67399894154708
16503,4,8,0,0,0,2,0.22,0.51,0.194,25,52.51655407844052
16504,4,9,0,0,0,2,0.24,0.48,0.2239,25,99.57338100873255
16505,4,10,0,0,0,1,0.24,0.48,0.2537,25,134.5486672369344
16506,4,11,0,0,0,2,0.26,0.41,0.2239,25,171.7609573274981
16507,4,12,0,0,0,2,0.26,0.41,0.2239,25,173.98070704492667
16508,4,13,0,0,0,2,0.26,0.41,0.1642,25,173.02342364991802
16509,4,14,0,0,0,2,0.3,0.42,0.2537,25,206.22433406477037
16510,4,15,0,0,0,1,0.3,0.42,0.2537,25,208.2134969421959
16511,4,16,0,0,0,1,0.3,0.39,0.2239,25,209.75309559494266
16512,4,17,0,0,0,1,0.28,0.41,0.1642,25,171.10706807007912
16513,4,18,0,0,0,1,0.26,0.44,0.1642,25,149.3633334011727
16514,4,19,0,0,0,1,0.26,0.41,0.0,25,151.48192402645762
16515,4,20,0,0,0,1,0.24,0.6,0.0,25,81.07130333941352
16516,4,21,0,0,0,1,0.26,0.48,0.0,25,68.07115596269355
16517,4,22,0,0,0,1,0.24,0.6,0.0,25,48.776997718202026
16518,4,23,0,0,0,1,0.22,0.69,0.0896,25,35.91955738864745
16519,4,0,0,1,1,1,0.22,0.69,0.0,26,17.231732145516435
16520,4,1,0,1,1,1,0.2,0.69,0.0,26,8.707199470570549
16521,4,2,0,1,1,1,0.2,0.69,0.0,26,3.763250135507728
16522,4,3,0,1,1,1,0.2,0.69,0.0,26,3.3385878983189183
16523,4,4,0,1,1,1,0.22,0.69,0.0,26,3.6072130547838768
16524,4,5,0,1,1,1,0.22,0.69,0.1642,26,16.133381374226552
16525,4,6,0,1,1,1,0.22,0.69,0.0,26,78.92948988595874
16526,4,7,0,1,1,1,0.24,0.65,0.0,26,213.50864622213342
16527,4,8,0,1,1,1,0.24,0.65,0.0,26,378.0361737324958
16528,4,9,0,1,1,1,0.28,0.56,0.0896,26,206.7596992765859
16529,4,10,0,1,1,1,0.32,0.49,0.0,26,131.21067780196606
16530,4,11,0,1,1,1,0.4,0.37,0.2985,26,136.28059571130152
16531,4,12,0,1,1,1,0.42,0.35,0.1045,26,181.49857199721566
16532,4,13,0,1,1,1,0.42,0.35,0.1045,26,181.49857199721566
16533,4,14,0,1,1,1,0.42,0.35,0.0,26,181.6063275126991
16534,4,15,0,1,1,1,0.42,0.35,0.0896,26,181.4804386238102
16535,4,16,0,1,1,1,0.44,0.3,0.0,26,271.054860656654
16536,4,17,0,1,1,1,0.42,0.32,0.0,26,449.3128970947033
16537,4,18,0,1,1,1,0.36,0.5,0.1642,26,326.67847093423273
16538,4,19,0,1,1,1,0.34,0.53,0.0,26,226.33755144047612
16539,4,20,0,1,1,1,0.34,0.49,0.0,26,160.848248957859
16540,4,21,0,1,1,1,0.34,0.49,0.0,26,133.61464582409155
16541,4,22,0,1,1,1,0.32,0.61,0.0,26,84.1677654127692
16542,4,23,0,1,1,2,0.32,0.66,0.1045,26,49.10249643935494
16543,4,0,0,2,1,2,0.32,0.66,0.0896,27,19.78164098671848
16544,4,1,0,2,1,2,0.32,0.7,0.1343,27,10.984188890692005
16545,4,2,0,2,1,2,0.32,0.7,0.1642,27,4.896775982214067
16546,4,3,0,2,1,3,0.32,0.7,0.1343,27,3.9078678274188214
16547,4,4,0,2,1,3,0.3,0.81,0.194,27,4.185280993169601
16548,4,5,0,2,1,2,0.3,0.81,0.2239,27,19.24239301481853
16549,4,6,0,2,1,2,0.3,0.81,0.1642,27,76.38370211338763
16550,4,7,0,2,1,3,0.3,0.81,0.1343,27,124.73558981816069
16551,4,8,0,2,1,3,0.32,0.81,0.1642,27,136.5837681729832
16552,4,9,0,2,1,2,0.32,0.81,0.1343,27,200.34065459178026
16553,4,10,0,2,1,3,0.32,0.81,0.194,27,77.6742984517657
16554,4,11,0,2,1,3,0.3,0.87,0.2985,27,68.16618419337678
16555,4,12,0,2,1,3,0.28,0.87,0.3881,27,68.42541485124607
16556,4,13,0,2,1,3,0.28,0.87,0.2537,27,69.66245227294321
16557,4,14,0,2,1,3,0.28,0.87,0.3582,27,69.29070846950418
16558,4,15,0,2,1,2,0.3,0.75,0.2985,27,127.79674609643867
16559,4,16,0,2,1,2,0.3,0.75,0.2985,27,150.9456669445718
16560,4,17,0,2,1,2,0.3,0.75,0.3881,27,284.73357088934563
16561,4,18,0,2,1,1,0.26,0.81,0.3582,27,199.728639338702
16562,4,19,0,2,1,1,0.26,0.73,0.2985,27,167.0534423179213
16563,4,20,0,2,1,1,0.26,0.75,0.3284,27,122.8396295191622
16564,4,21,0,2,1,1,0.24,0.81,0.2836,27,73.59442846026332
16565,4,22,0,2,1,1,0.24,0.81,0.1642,27,49.32285065659036
16566,4,23,0,2,1,2,0.26,0.81,0.2537,27,44.617489197255686
16567,4,0,0,3,1,2,0.26,0.75,0.2537,28,20.724395494268908
16568,4,1,0,3,1,2,0.26,0.75,0.2239,28,10.278972391842347
16569,4,2,0,3,1,2,0.26,0.75,0.2239,28,4.659439752565803
16570,4,3,0,3,1,2,0.26,0.7,0.2239,28,3.672903232983631
16571,4,4,0,3,1,2,0.26,0.7,0.194,28,3.8364770419553924
16572,4,5,0,3,1,2,0.26,0.7,0.1343,28,20.41563157075157
16573,4,6,0,3,1,2,0.26,0.65,0.2239,28,74.57173930092662
16574,4,7,0,3,1,2,0.26,0.56,0.194,28,221.9244970592676
16575,4,8,0,3,1,1,0.24,0.6,0.2836,28,355.2489168608782
16576,4,9,0,3,1,1,0.28,0.52,0.194,28,210.87677059839993
16577,4,10,0,3,1,1,0.3,0.49,0.1045,28,128.61161938850813
16578,4,11,0,3,1,1,0.32,0.45,0.1642,28,131.8089826583871
